ids,lon,lat,roms_separation(km/day),roms_separation(km/km)
105440676,-67.83359755,44.25848702,80.48,0.15
105440676,-67.82407404,44.23807436,42.89,0.08
105440676,-67.79894864,44.03759918,33.71,0.06
105440676,-67.62963524,43.75868579,100.37,0.19
105440676,-67.48178186,43.79276912,103.6,0.2
105440676,-67.45679535,43.85696562,104.61,0.2
105440676,-67.4458499,43.90036707,104.26,0.2
105440676,-67.37506254,43.99689059,113.71,0.22
105440676,-67.22234561,44.07849872,83.52,0.17
105440676,-67.14930368,44.11685668,79.35,0.17
106430692,-69.85349225,43.55037315,36.64,0.11
106430692,-69.90046114,43.50526258,23.85,0.07
106430692,-69.86466257,43.39723386,11.57,0.03
106430692,-69.80836877,43.43396158,6.9,0.02
106430692,-69.7237148,43.44170697,22.4,0.06
106430692,-69.69099734,43.44858411,10.97,0.03
106430692,-69.63641573,43.32368314,4.45,0.01
106430692,-69.57727197,43.28097424,6.41,0.02
106430692,-69.41009923,43.2988884,14.62,0.04
106430692,-69.35118292,43.31881575,24.86,0.07
106430692,-69.30249315,43.33485674,41.65,0.11
106430692,-69.13200813,43.32570839,58.02,0.16
106430692,-69.08270833,43.2815706,63.95,0.18
106430692,-69.02498397,43.23964561,64.48,0.18
106430692,-68.90361077,43.13747222,72.14,0.21
106430692,-68.9573567,43.04994663,76.26,0.22
106430701,-69.99733354,43.52225984,57.18,0.15
106430701,-69.96318716,43.47986247,65.53,0.17
106430701,-70.13180557,43.40128965,85.37,0.23
106430701,-69.98450608,43.34091512,104.87,0.27
106430701,-69.81599305,43.32322908,115.07,0.29
106430701,-69.75776326,43.36073804,126.09,0.32
106430701,-69.65747029,43.30293197,121.38,0.31
106430701,-69.5879972,43.35866122,124.5,0.31
106430701,-69.46409121,43.38000756,127.14,0.32
106430701,-69.35072705,43.31385,124.62,0.31
106430701,-69.19996579,43.32464148,141.04,0.35
106430701,-69.09577543,43.25876196,79.86,0.19
106430701,-69.01866896,43.28435303,66.94,0.16
106430701,-68.73400244,43.25625814,66.35,0.16
106430701,-68.64948604,43.14316453,76.54,0.18
106440671,-67.32421134,44.55559856,54.54,0.16
106440671,-67.36688853,44.52493758,55.9,0.18
106440671,-67.3879182,44.52337716,39.16,0.13
106440671,-67.41666234,44.497673,46.04,0.17
106440671,-67.63116102,44.35630057,80.82,0.3
106440672,-67.3275472,44.55546199,47.25,0.13
106440672,-67.32190611,44.48196214,52.34,0.16
106440672,-67.52844311,44.36627643,53.56,0.17
106440672,-67.69716582,44.22965873,46.13,0.15
106440672,-67.76942765,44.20501232,59.81,0.19
106440672,-68.05192794,44.09640489,68.81,0.22
106440672,-68.1584037,43.95921064,68.22,0.21
106440673,-67.32430542,44.55569777,8.23,0.03
106440673,-67.36746874,44.52519362,18.25,0.06
106440673,-67.43054965,44.48245907,21.91,0.08
106440673,-67.62555398,44.36238837,11.76,0.05
106440673,-67.85346545,44.23810842,6.68,0.03
106440673,-68.08479024,44.10109105,15.69,0.06
106440673,-68.19637411,43.89904646,8.7,0.03
106440674,-67.27891553,44.55631291,2.98,0.01
106440674,-67.3030938,44.49887717,7.56,0.03
106440674,-67.46475903,44.39598248,16.92,0.06
106440674,-67.67038498,44.31555386,16.15,0.06
106440674,-67.89741556,44.22848022,15.05,0.05
106440674,-68.07740832,44.10687332,16.17,0.06
106440681,-68.13961285,44.32033865,153.87,0.52
106440681,-68.13918642,44.21863052,156.42,0.5
106440681,-68.13954026,44.15701559,162.51,0.5
106440681,-68.3295147,44.0293175,167.19,0.5
106440681,-68.39929467,43.96388974,157.12,0.46
106440681,-68.43226572,43.94938043,159.91,0.45
106440681,-68.51164984,43.97759342,144.4,0.39
106440682,-68.13996329,44.33075048,182.09,0.53
106440682,-68.14371451,44.2154135,177.03,0.49
106440682,-68.1305836,44.16366564,174.24,0.49
106440683,-68.14052112,44.32984899,197.89,0.52
106440683,-68.14366633,44.21560016,182.72,0.46
106440683,-68.13016432,44.16284936,183.91,0.46
106440683,-68.31485276,43.99424073,135.33,0.33
106440683,-68.33113129,43.91537361,105.64,0.24
106440683,-68.5211924,43.78179787,107.84,0.24
106440683,-68.61656137,43.67751256,69.03,0.15
107430692,-70.07722305,43.41925388,121.33,0.39
107430692,-70.10119361,43.41445984,120.25,0.36
107430692,-70.08512178,43.39526316,98.32,0.28
107430692,-69.95696567,43.33932557,78.16,0.22
107430692,-69.88436854,43.2202863,92.01,0.25
107430692,-69.83329162,43.2154111,110.36,0.29
107430692,-69.81920241,43.0253821,117.15,0.3
107430692,-69.63338064,42.99233613,109.52,0.27
107430692,-69.56597581,42.98291509,126.02,0.29
107430692,-69.47094365,43.03472422,124.29,0.28
